0.0809587217,5.0125313283,8.9165637379,0.0335279992,3
0.0740346205,2.5062656642,9.2310141382,0.0325090377,3
0.0596537949,0.0000000000,9.9664352268,0.0320571504,3
0.0585885486,5.0125313283,9.2856503300,0.0316141237,3
0.0545938748,2.4630541872,9.6549043062,0.0075038427,3
0.0633821571,7.3891625616,9.6869019139,0.0079493138,3
0.0660452730,12.3152709360,9.5462519936,0.0084372106,3
0.0612516644,4.9261083744,9.6650717703,0.0089145010,3
0.0527296937,2.4630541872,9.6561004785,0.5740756899,3
0.0623169108,7.3891625616,9.6614832536,0.8664175504,3
0.0521970706,0.0000000000,9.9210526316,0.8674214316,3
0.0508655126,0.0000000000,9.8995215311,0.8676080266,3
0.0665778961,9.8522167488,9.6540669856,0.8686007120,3
0.0697736352,12.5313283208,10.0882279463,0.8687840335,3
0.0820239680,12.5313283208,10.4459613947,0.9653195712,3
0.0644474035,10.0250626566,9.7262870094,1.1578248382,3
0.0844207723,15.0375939850,9.3104000603,1.1576197801,3
0.0687083888,12.5313283208,9.5287121312,1.1574488983,3
0.0665778961,10.0250626566,10.4931959084,1.1572552323,3
0.0511318242,0.0000000000,10.2851926467,1.1570273900,3
0.0801597870,12.5313283208,9.1905281545,1.1568565083,3
0.2151797603,1114.2079336272,9.6587997580,1.3005733913,3
0.0758988016,15.0375939850,9.9798393797,0.7001763574,3
0.0801597870,15.0375939850,9.3530751006,0.6953030632,3
0.0679094541,12.5313283208,9.5099601076,0.6905234861,3
0.0655126498,12.5313283208,9.3519354607,0.6813392008,3
0.0505992011,2.5062656642,9.1373679414,0.6759036034,3
0.0607190413,4.9261083744,9.6586921850,0.2970759744,3
0.0572569907,7.3891625616,9.7443181818,0.2945492206,3
0.0580559254,5.0125313283,9.7312779557,0.4938254738,3
0.0740346205,10.0250626566,9.6129210586,0.4947368431,3
0.0508655126,0.0000000000,9.6339712919,0.4952684752,3
0.0620505992,5.0125313283,9.4510378818,0.4956861861,3
0.0676431425,9.8522167488,9.5267942584,1.9790870762,3
0.0711051931,7.3891625616,9.3782894737,1.9828523671,3
0.0719041278,14.7783251232,9.7645249487,1.9916380459,3
0.0711051931,14.7783251231,9.6932672591,1.9958217025,3
0.0572569907,10.0250626566,9.6476058567,2.0002079361,3
0.0508655126,0.0000000000,9.4916897507,2.0041244258,3
0.0697736352,7.5187969925,9.4936024271,2.8281587539,3
0.1105193076,273.1829573935,9.6696670995,2.8290433183,3
0.0844207723,20.0501253133,9.6842718172,2.8294480735,3
0.0881491345,27.5689223058,9.1692154029,2.8295794179,3
0.0969374168,12.5313283208,9.5940858926,2.8297188038,3
0.0636484687,10.0250626566,9.6677998825,2.8299734511,3
0.0652463382,10.0250626566,9.7280389970,3.0752787843,3
0.0846870839,10.0250626566,10.1145159550,3.0735160042,3
0.0503328895,0.0000000000,9.5721780528,3.0727605270,3
